Track,Player,Placement,GP Number
Mario Circuit,Evan,3,23
Mario Circuit,Steve,8,23
Mario Circuit,Tom,3,23
Mario Circuit,Callum,2,23
Mario Circuit,Connor,5,23
Mario Circuit,Matthew,1,23
Mario Circuit,Evan,7,23
Mario Circuit,Steve,4,23
Airship Fortress,Tom,4,23
Airship Fortress,Callum,5,23
Airship Fortress,Connor,1,23
Airship Fortress,Matthew,2,23
Airship Fortress,Evan,3,23
Airship Fortress,Steve,9,23
Dry Bones Burnout,Tom,4,24
Dry Bones Burnout,Callum,3,24
Dry Bones Burnout,Connor,2,24
Dry Bones Burnout,Matthew,1,24
Dry Bones Burnout,Evan,12,24
Dry Bones Burnout,Steve,13,24
Dino Dino Jungle,Tom,5,24
Dino Dino Jungle,Callum,8,24
Dino Dino Jungle,Connor,2,24
Dino Dino Jungle,Matthew,1,24
Dino Dino Jungle,Evan,3,24
Dino Dino Jungle,Steve,4,24
Salty Salty Speedway,Tom,2,24
Salty Salty Speedway,Callum,3,24
Salty Salty Speedway,Connor,6,24
Salty Salty Speedway,Matthew,1,24
Salty Salty Speedway,Evan,5,24
Salty Salty Speedway,Steve,4,24
Mario Bros. Circuit,Tom,9,24
Mario Bros. Circuit,Callum,2,24
Mario Bros. Circuit,Connor,1,24
Mario Bros. Circuit,Matthew,6,24
Mario Bros. Circuit,Evan,3,24
Mario Bros. Circuit,Steve,7,24
Acorn Heights,Tom,2,24
Acorn Heights,Callum,4,24
Acorn Heights,Connor,9,24
Acorn Heights,Matthew,5,24
Acorn Heights,Evan,3,24
Acorn Heights,Steve,8,24
Shy Guy Bazaar,Tom,4,24
Shy Guy Bazaar,Callum,2,24
Shy Guy Bazaar,Connor,1,24
Shy Guy Bazaar,Matthew,7,24
Shy Guy Bazaar,Evan,6,24
Shy Guy Bazaar,Steve,12,24
Sky-High Sundae,Tom,5,24
Sky-High Sundae,Callum,3,24
Sky-High Sundae,Connor,13,24
Sky-High Sundae,Matthew,1,24
Sky-High Sundae,Evan,6,24
Sky-High Sundae,Steve,2,24
Faraway Oasis,Tom,8,24
Faraway Oasis,Callum,5,24
Faraway Oasis,Connor,1,24
Faraway Oasis,Matthew,2,24
Faraway Oasis,Evan,10,24
Faraway Oasis,Steve,4,24
Toad's Factory,Tom,5,24
Toad's Factory,Callum,4,24
Toad's Factory,Connor,2,24
Toad's Factory,Matthew,1,24
Toad's Factory,Evan,7,24
Toad's Factory,Steve,10,24
Starview Peak,Tom,1,24
Starview Peak,Callum,10,24
Starview Peak,Connor,3,24
Starview Peak,Matthew,2,24
Starview Peak,Evan,6,24
Starview Peak,Steve,5,24
Cheep Cheep Falls,Tom,1,24
Cheep Cheep Falls,Callum,2,24
Cheep Cheep Falls,Connor,3,24
Cheep Cheep Falls,Matthew,5,24
Cheep Cheep Falls,Evan,4,24
Cheep Cheep Falls,Steve,7,24
DK Spaceport,Tom,1,24
DK Spaceport,Callum,4,24
DK Spaceport,Connor,3,24
DK Spaceport,Matthew,2,24
DK Spaceport,Evan,8,24
DK Spaceport,Steve,5,24
Airship Fortress,Tom,6,24
Airship Fortress,Callum,5,24
Airship Fortress,Connor,1,24
Airship Fortress,Matthew,2,24
Airship Fortress,Evan,4,24
Airship Fortress,Steve,7,24
Wario's Galleon,Tom,4,24
Wario's Galleon,Callum,2,24
Wario's Galleon,Connor,1,24
Wario's Galleon,Matthew,5,24
Wario's Galleon,Evan,3,24
Wario's Galleon,Steve,12,24
Boo Cinema,Tom,1,24
Boo Cinema,Callum,6,24
Boo Cinema,Connor,3,24
Boo Cinema,Matthew,2,24
Boo Cinema,Evan,8,24
Boo Cinema,Steve,5,24
Peach Beach,Tom,3,24
Peach Beach,Callum,1,24
Peach Beach,Connor,5,24
Peach Beach,Matthew,2,24
Peach Beach,Evan,6,24
Peach Beach,Steve,4,24
Acorn Heights,Tom,1,25
Acorn Heights,Callum,5,25
Acorn Heights,Connor,3,25
Acorn Heights,Matthew,4,25
Dandelion Depths,Tom,1,25
Dandelion Depths,Callum,2,25
Dandelion Depths,Connor,3,25
Dandelion Depths,Matthew,4,25
Wario's Galleon,Tom,2,25
Wario's Galleon,Callum,5,25
Wario's Galleon,Connor,6,25
Wario's Galleon,Matthew,1,25
Toad's Factory,Tom,1,25
Toad's Factory,Callum,2,25
Toad's Factory,Connor,3,25
Toad's Factory,Matthew,5,25
Dino Dino Jungle,Tom,4,25
Dino Dino Jungle,Callum,1,25
Dino Dino Jungle,Connor,5,25
Dino Dino Jungle,Matthew,3,25
Starview Peak,Tom,3,25
Starview Peak,Callum,2,25
Starview Peak,Connor,1,25
Starview Peak,Matthew,4,25
Moo Moo Meadows,Tom,3,25
Moo Moo Meadows,Callum,1,25
Moo Moo Meadows,Connor,2,25
Moo Moo Meadows,Matthew,8,25
Whistlestop Summit,Tom,5,25
Whistlestop Summit,Callum,4,25
Whistlestop Summit,Connor,1,25
Whistlestop Summit,Matthew,2,25
Peach Stadium,Tom,4,25
Peach Stadium,Callum,1,25
Peach Stadium,Connor,3,25
Peach Stadium,Matthew,2,25
Airship Fortress,Tom,7,25
Airship Fortress,Callum,1,25
Airship Fortress,Connor,2,25
Airship Fortress,Matthew,4,25
Choco Mountain,Tom,5,25
Choco Mountain,Callum,3,25
Choco Mountain,Connor,1,25
Choco Mountain,Matthew,2,25
Mario Circuit,Tom,6,25
Mario Circuit,Callum,5,25
Mario Circuit,Connor,2,25
Mario Circuit,Matthew,1,25
Shy Guy Bazaar,Tom,3,25
Shy Guy Bazaar,Callum,1,25
Shy Guy Bazaar,Connor,2,25
Shy Guy Bazaar,Matthew,5,25
DK Pass,Tom,2,25
DK Pass,Callum,3,25
DK Pass,Connor,1,25
DK Pass,Matthew,4,25
Salty Salty Speedway,Tom,1,25
Salty Salty Speedway,Callum,3,25
Salty Salty Speedway,Connor,5,25
Salty Salty Speedway,Matthew,4,25
Rainbow Road,Tom,1,25
Rainbow Road,Callum,5,25
Rainbow Road,Connor,2,25
Rainbow Road,Matthew,3,25
Faraway Oasis,Tom,2,26
Faraway Oasis,Callum,10,26
Faraway Oasis,Connor,1,26
Faraway Oasis,Matthew,9,26
Faraway Oasis,Evan,5,26
Faraway Oasis,Steve,6,26
Dry Bones Burnout,Tom,3,26
Dry Bones Burnout,Callum,7,26
Dry Bones Burnout,Connor,2,26
Dry Bones Burnout,Matthew,1,26
Dry Bones Burnout,Evan,4,26
Dry Bones Burnout,Steve,5,26
Salty Salty Speedway,Tom,1,26
Salty Salty Speedway,Callum,2,26
Salty Salty Speedway,Connor,6,26
Salty Salty Speedway,Matthew,4,26
Salty Salty Speedway,Evan,3,26
Salty Salty Speedway,Steve,5,26
Koopa Troopa Beach,Tom,3,26
Koopa Troopa Beach,Callum,15,26
Koopa Troopa Beach,Connor,4,26
Koopa Troopa Beach,Matthew,1,26
Koopa Troopa Beach,Evan,5,26
Koopa Troopa Beach,Steve,13,26
DK Spaceport,Tom,3,26
DK Spaceport,Callum,4,26
DK Spaceport,Connor,1,26
DK Spaceport,Matthew,6,26
DK Spaceport,Evan,2,26
DK Spaceport,Steve,5,26
Bowser's Castle,Tom,2,26
Bowser's Castle,Callum,3,26
Bowser's Castle,Connor,1,26
Bowser's Castle,Matthew,12,26
Bowser's Castle,Evan,6,26
Bowser's Castle,Steve,4,26
Wario Stadium,Tom,2,26
Wario Stadium,Callum,1,26
Wario Stadium,Connor,4,26
Wario Stadium,Matthew,5,26
Wario Stadium,Evan,3,26
Wario Stadium,Steve,9,26
Whistlestop Summit,Tom,1,26
Whistlestop Summit,Callum,3,26
Whistlestop Summit,Connor,12,26
Whistlestop Summit,Matthew,2,26
Whistlestop Summit,Evan,9,26
Whistlestop Summit,Steve,4,26
DK Pass,Tom,3,26
DK Pass,Callum,1,26
DK Pass,Connor,5,26
DK Pass,Matthew,2,26
DK Pass,Evan,7,26
DK Pass,Steve,9,26
Starview Peak,Tom,1,26
Starview Peak,Callum,3,26
Starview Peak,Connor,6,26
Starview Peak,Matthew,2,26
Starview Peak,Evan,9,26
Starview Peak,Steve,5,26
Airship Fortress,Tom,2,26
Airship Fortress,Callum,8,26
Airship Fortress,Connor,1,26
Airship Fortress,Matthew,3,26
Airship Fortress,Evan,6,26
Airship Fortress,Steve,7,26
Choco Mountain,Tom,1,26
Choco Mountain,Callum,4,26
Choco Mountain,Connor,3,26
Choco Mountain,Matthew,7,26
Choco Mountain,Evan,5,26
Choco Mountain,Steve,10,26
Toad's Factory,Tom,1,26
Toad's Factory,Callum,5,26
Toad's Factory,Connor,2,26
Toad's Factory,Matthew,7,26
Toad's Factory,Evan,4,26
Toad's Factory,Steve,6,26
Wario's Galleon,Tom,4,26
Wario's Galleon,Callum,3,26
Wario's Galleon,Connor,1,26
Wario's Galleon,Matthew,6,26
Wario's Galleon,Evan,5,26
Wario's Galleon,Steve,2,26
Shy Guy Bazaar,Tom,2,26
Shy Guy Bazaar,Callum,4,26
Shy Guy Bazaar,Connor,1,26
Shy Guy Bazaar,Matthew,3,26
Shy Guy Bazaar,Evan,6,26
Shy Guy Bazaar,Steve,7,26
Acorn Heights,Tom,2,26
Acorn Heights,Callum,3,26
Acorn Heights,Connor,1,26
Acorn Heights,Matthew,4,26
Acorn Heights,Evan,5,26
Acorn Heights,Steve,6,26
Bowser's Castle,Tom,3,27
Bowser's Castle,Callum,4,27
Bowser's Castle,Connor,1,27
Bowser's Castle,Matthew,2,27
Bowser's Castle,Evan,7,27
Bowser's Castle,Steve,5,27
Peach Beach,Tom,10,27
Peach Beach,Callum,2,27
Peach Beach,Connor,5,27
Peach Beach,Matthew,1,27
Peach Beach,Evan,6,27
Peach Beach,Steve,4,27
Whistlestop Summit,Tom,3,27
Whistlestop Summit,Callum,1,27
Whistlestop Summit,Connor,4,27
Whistlestop Summit,Matthew,2,27
Whistlestop Summit,Evan,5,27
Whistlestop Summit,Steve,7,27
Mario Circuit,Tom,3,27
Mario Circuit,Callum,1,27
Mario Circuit,Connor,6,27
Mario Circuit,Matthew,5,27
Mario Circuit,Evan,4,27
Mario Circuit,Steve,2,27
Crown City,Tom,1,27
Crown City,Callum,5,27
Crown City,Connor,2,27
Crown City,Matthew,3,27
Crown City,Evan,6,27
Crown City,Steve,4,27
Boo Cinema,Tom,5,27
Boo Cinema,Callum,1,27
Boo Cinema,Connor,2,27
Boo Cinema,Matthew,3,27
Boo Cinema,Evan,6,27
Boo Cinema,Steve,7,27
Acorn Heights,Tom,2,27
Acorn Heights,Callum,3,27
Acorn Heights,Connor,1,27
Acorn Heights,Matthew,4,27
Acorn Heights,Evan,6,27
Acorn Heights,Steve,7,27
Toad's Factory,Tom,3,27
Toad's Factory,Callum,1,27
Toad's Factory,Connor,2,27
Toad's Factory,Matthew,4,27
Toad's Factory,Evan,6,27
Toad's Factory,Steve,11,27
Dry Bones Burnout,Tom,8,27
Dry Bones Burnout,Callum,1,27
Dry Bones Burnout,Connor,2,27
Dry Bones Burnout,Matthew,7,27
Dry Bones Burnout,Evan,6,27
Dry Bones Burnout,Steve,4,27
Salty Salty Speedway,Tom,1,27
Salty Salty Speedway,Callum,4,27
Salty Salty Speedway,Connor,6,27
Salty Salty Speedway,Matthew,9,27
Salty Salty Speedway,Evan,2,27
Salty Salty Speedway,Steve,5,27
Mario Circuit,Tom,2,27
Mario Circuit,Callum,5,27
Mario Circuit,Connor,1,27
Mario Circuit,Matthew,7,27
Mario Circuit,Evan,3,27
Mario Circuit,Steve,4,27
Koopa Troopa Beach,Tom,1,27
Koopa Troopa Beach,Callum,5,27
Koopa Troopa Beach,Connor,3,27
Koopa Troopa Beach,Matthew,4,27
Koopa Troopa Beach,Evan,11,27
Koopa Troopa Beach,Steve,2,27
Choco Mountain,Tom,7,27
Choco Mountain,Callum,1,27
Choco Mountain,Connor,2,27
Choco Mountain,Matthew,5,27
Choco Mountain,Evan,4,27
Choco Mountain,Steve,3,27
Airship Fortress,Tom,3,27
Airship Fortress,Callum,2,27
Airship Fortress,Connor,5,27
Airship Fortress,Matthew,1,27
Airship Fortress,Evan,8,27
Airship Fortress,Steve,10,27
Wario Stadium,Tom,2,27
Wario Stadium,Callum,1,27
Wario Stadium,Connor,5,27
Wario Stadium,Matthew,3,27
Wario Stadium,Evan,4,27
Wario Stadium,Steve,6,27
Moo Moo Meadows,Tom,2,27
Moo Moo Meadows,Callum,1,27
Moo Moo Meadows,Connor,4,27
Moo Moo Meadows,Matthew,3,27
Moo Moo Meadows,Evan,7,27
Moo Moo Meadows,Steve,10,27
Shy Guy Bazaar,Tom,3,28
Shy Guy Bazaar,Callum,1,28
Shy Guy Bazaar,Connor,5,28
Shy Guy Bazaar,Matthew,2,28
Shy Guy Bazaar,Steve,7,28
Mario Bros. Circuit,Tom,6,28
Mario Bros. Circuit,Callum,1,28
Mario Bros. Circuit,Connor,7,28
Mario Bros. Circuit,Matthew,2,28
Mario Bros. Circuit,Steve,4,28
Toad's Factory,Tom,1,28
Toad's Factory,Callum,3,28
Toad's Factory,Connor,5,28
Toad's Factory,Matthew,4,28
Toad's Factory,Steve,9,28
Cheep Cheep Falls,Tom,4,28
Cheep Cheep Falls,Callum,6,28
Cheep Cheep Falls,Connor,1,28
Cheep Cheep Falls,Matthew,3,28
Cheep Cheep Falls,Steve,5,28
Choco Mountain,Tom,5,28
Choco Mountain,Callum,2,28
Choco Mountain,Connor,1,28
Choco Mountain,Matthew,4,28
Choco Mountain,Steve,3,28
Acorn Heights,Tom,5,28
Acorn Heights,Callum,1,28
Acorn Heights,Connor,2,28
Acorn Heights,Matthew,7,28
Acorn Heights,Steve,3,28
Boo Cinema,Tom,7,28
Boo Cinema,Callum,1,28
Boo Cinema,Connor,4,28
Boo Cinema,Matthew,2,28
Boo Cinema,Steve,5,28
DK Spaceport,Tom,1,28
DK Spaceport,Callum,2,28
DK Spaceport,Connor,4,28
DK Spaceport,Matthew,3,28
DK Spaceport,Steve,6,28
DK Pass,Tom,2,28
DK Pass,Callum,3,28
DK Pass,Connor,4,28
DK Pass,Matthew,7,28
DK Pass,Steve,1,28
Mario Circuit,Tom,2,28
Mario Circuit,Callum,8,28
Mario Circuit,Connor,1,28
Mario Circuit,Matthew,6,28
Mario Circuit,Steve,3,28
Mario Circuit -> Moo Moo Meadows,Tom,2,28
Mario Circuit -> Moo Moo Meadows,Callum,6,28
Mario Circuit -> Moo Moo Meadows,Connor,1,28
Mario Circuit -> Moo Moo Meadows,Matthew,3,28
Mario Circuit -> Moo Moo Meadows,Steve,4,28
Wario Stadium,Tom,5,28
Wario Stadium,Callum,2,28
Wario Stadium,Connor,6,28
Wario Stadium,Matthew,1,28
Wario Stadium,Steve,3,28
Koopa Troopa Beach,Tom,2,28
Koopa Troopa Beach,Callum,1,28
Koopa Troopa Beach,Connor,3,28
Koopa Troopa Beach,Matthew,9,28
Koopa Troopa Beach,Steve,4,28
Starview Peak,Tom,2,28
Starview Peak,Callum,3,28
Starview Peak,Connor,5,28
Starview Peak,Matthew,1,28
Starview Peak,Steve,6,28
Peach Stadium,Tom,7,28
Peach Stadium,Callum,3,28
Peach Stadium,Connor,1,28
Peach Stadium,Matthew,5,28
Peach Stadium,Steve,2,28
Faraway Oasis,Tom,1,28
Faraway Oasis,Callum,5,28
Faraway Oasis,Connor,2,28
Faraway Oasis,Matthew,7,28
Faraway Oasis,Steve,3,28
Dandelion Depths,Tom,1,29
Dandelion Depths,Callum,3,29
Dandelion Depths,Connor,2,29
Dandelion Depths,Matthew,6,29
Dandelion Depths,Steve,4,29
Airship Fortress,Tom,2,29
Airship Fortress,Callum,12,29
Airship Fortress,Connor,4,29
Airship Fortress,Matthew,1,29
Airship Fortress,Steve,7,29
Dino Dino Jungle,Tom,1,29
Dino Dino Jungle,Callum,2,29
Dino Dino Jungle,Connor,3,29
Dino Dino Jungle,Matthew,5,29
Dino Dino Jungle,Steve,4,29
Wario's Galleon,Tom,2,29
Wario's Galleon,Callum,3,29
Wario's Galleon,Connor,1,29
Wario's Galleon,Matthew,6,29
Wario's Galleon,Steve,4,29
Mario Bros. Circuit,Tom,2,29
Mario Bros. Circuit,Callum,1,29
Mario Bros. Circuit,Connor,7,29
Mario Bros. Circuit,Matthew,3,29
Mario Bros. Circuit,Steve,4,29
Whistlestop Summit,Tom,4,29
Whistlestop Summit,Callum,7,29
Whistlestop Summit,Connor,3,29
Whistlestop Summit,Matthew,1,29
Whistlestop Summit,Steve,6,29
DK Pass,Tom,1,29
DK Pass,Callum,2,29
DK Pass,Connor,7,29
DK Pass,Matthew,3,29
DK Pass,Steve,4,29
Koopa Troopa Beach,Tom,2,29
Koopa Troopa Beach,Callum,6,29
Koopa Troopa Beach,Connor,1,29
Koopa Troopa Beach,Matthew,3,29
Koopa Troopa Beach,Steve,4,29
DK Spaceport,Tom,3,29
DK Spaceport,Callum,5,29
DK Spaceport,Connor,1,29
DK Spaceport,Matthew,2,29
DK Spaceport,Steve,8,29
Shy Guy Bazaar,Tom,2,29
Shy Guy Bazaar,Callum,5,29
Shy Guy Bazaar,Connor,1,29
Shy Guy Bazaar,Matthew,3,29
Shy Guy Bazaar,Steve,6,29
Wario Stadium,Tom,1,29
Wario Stadium,Callum,4,29
Wario Stadium,Connor,3,29
Wario Stadium,Matthew,5,29
Wario Stadium,Steve,2,29
Great ? Block Ruins,Tom,2,29
Great ? Block Ruins,Callum,5,29
Great ? Block Ruins,Connor,1,29
Great ? Block Ruins,Matthew,9,29
Great ? Block Ruins,Steve,10,29
Salty Salty Speedway,Tom,2,29
Salty Salty Speedway,Callum,7,29
Salty Salty Speedway,Connor,8,29
Salty Salty Speedway,Matthew,1,29
Salty Salty Speedway,Steve,4,29
Sky-High Sundae,Tom,3,29
Sky-High Sundae,Callum,4,29
Sky-High Sundae,Connor,1,29
Sky-High Sundae,Matthew,2,29
Sky-High Sundae,Steve,5,29
Mario Circuit,Tom,5,29
Mario Circuit,Callum,4,29
Mario Circuit,Connor,3,29
Mario Circuit,Matthew,1,29
Mario Circuit,Steve,6,29
Bowser's Castle,Tom,3,29
Bowser's Castle,Callum,4,29
Bowser's Castle,Connor,2,29
Bowser's Castle,Matthew,1,29
Bowser's Castle,Steve,5,29
Cheep Cheep Falls,Tom,2,30
Cheep Cheep Falls,Callum,1,30
Cheep Cheep Falls,Connor,6,30
Cheep Cheep Falls,Matthew,7,30
Cheep Cheep Falls,Steve,3,30
Koopa Troopa Beach,Tom,2,30
Koopa Troopa Beach,Callum,4,30
Koopa Troopa Beach,Connor,1,30
Koopa Troopa Beach,Matthew,3,30
Koopa Troopa Beach,Steve,5,30
DK Spaceport,Tom,5,30
DK Spaceport,Callum,4,30
DK Spaceport,Connor,1,30
DK Spaceport,Matthew,3,30
DK Spaceport,Steve,2,30
Faraway Oasis,Tom,2,30
Faraway Oasis,Callum,6,30
Faraway Oasis,Connor,5,30
Faraway Oasis,Matthew,1,30
Faraway Oasis,Steve,3,30
Dry Bones Burnout,Tom,2,30
Dry Bones Burnout,Callum,1,30
Dry Bones Burnout,Connor,4,30
Dry Bones Burnout,Matthew,5,30
Dry Bones Burnout,Steve,3,30
Wario Stadium,Tom,3,30
Wario Stadium,Callum,4,30
Wario Stadium,Connor,1,30
Wario Stadium,Matthew,5,30
Wario Stadium,Steve,2,30
Desert Hills,Tom,3,30
Desert Hills,Callum,2,30
Desert Hills,Connor,4,30
Desert Hills,Matthew,5,30
Desert Hills,Steve,1,30
Boo Cinema,Tom,6,30
Boo Cinema,Callum,4,30
Boo Cinema,Connor,3,30
Boo Cinema,Matthew,1,30
Boo Cinema,Steve,5,30
Wario's Galleon,Tom,5,30
Wario's Galleon,Callum,7,30
Wario's Galleon,Connor,2,30
Wario's Galleon,Matthew,1,30
Wario's Galleon,Steve,4,30
Salty Salty Speedway,Tom,1,30
Salty Salty Speedway,Callum,9,30
Salty Salty Speedway,Connor,7,30
Salty Salty Speedway,Matthew,3,30
Salty Salty Speedway,Steve,2,30
Peach Stadium,Tom,6,30
Peach Stadium,Callum,2,30
Peach Stadium,Connor,3,30
Peach Stadium,Matthew,1,30
Peach Stadium,Steve,5,30
Peach Beach,Tom,7,30
Peach Beach,Callum,3,30
Peach Beach,Connor,4,30
Peach Beach,Matthew,2,30
Peach Beach,Steve,6,30
Bowser's Castle,Tom,1,30
Bowser's Castle,Callum,2,30
Bowser's Castle,Connor,3,30
Bowser's Castle,Matthew,4,30
Bowser's Castle,Steve,5,30
Acorn Heights,Tom,7,30
Acorn Heights,Callum,2,30
Acorn Heights,Connor,1,30
Acorn Heights,Matthew,3,30
Acorn Heights,Steve,4,30
Moo Moo Meadows,Tom,3,30
Moo Moo Meadows,Callum,2,30
Moo Moo Meadows,Connor,5,30
Moo Moo Meadows,Matthew,4,30
Moo Moo Meadows,Steve,1,30
Rainbow Road,Tom,1,30
Rainbow Road,Callum,3,30
Rainbow Road,Connor,7,30
Rainbow Road,Matthew,2,30
Rainbow Road,Steve,4,30
Boo Cinema,Tom,6,31
Boo Cinema,Callum,2,31
Boo Cinema,Matthew,1,31
Boo Cinema,Evan,3,31
Airship Fortress,Tom,4,31
Airship Fortress,Callum,1,31
Airship Fortress,Matthew,2,31
Airship Fortress,Evan,7,31
DK Pass,Tom,13,31
DK Pass,Callum,1,31
DK Pass,Matthew,5,31
DK Pass,Evan,3,31
Starview Peak,Tom,4,31
Starview Peak,Callum,1,31
Starview Peak,Matthew,3,31
Starview Peak,Evan,5,31
Peach Stadium,Tom,1,31
Peach Stadium,Callum,3,31
Peach Stadium,Matthew,4,31
Peach Stadium,Evan,2,31
Whistlestop Summit,Tom,3,31
Whistlestop Summit,Callum,1,31
Whistlestop Summit,Matthew,2,31
Whistlestop Summit,Evan,5,31
Peach Beach,Tom,11,31
Peach Beach,Callum,3,31
Peach Beach,Matthew,1,31
Peach Beach,Evan,2,31
Koopa Troopa Beach,Tom,9,31
Koopa Troopa Beach,Callum,3,31
Koopa Troopa Beach,Matthew,1,31
Koopa Troopa Beach,Evan,2,31
Toad's Factory,Tom,4,31
Toad's Factory,Callum,2,31
Toad's Factory,Matthew,1,31
Toad's Factory,Evan,6,31
Shy Guy Bazaar,Tom,6,31
Shy Guy Bazaar,Callum,2,31
Shy Guy Bazaar,Matthew,3,31
Shy Guy Bazaar,Evan,4,31
Cheep Cheep Falls,Tom,1,31
Cheep Cheep Falls,Callum,2,31
Cheep Cheep Falls,Matthew,3,31
Cheep Cheep Falls,Evan,6,31
Faraway Oasis,Tom,1,31
Faraway Oasis,Callum,2,31
Faraway Oasis,Matthew,5,31
Faraway Oasis,Evan,4,31
Great ? Block Ruins,Tom,2,31
Great ? Block Ruins,Callum,3,31
Great ? Block Ruins,Matthew,1,31
Great ? Block Ruins,Evan,6,31
Wario's Galleon,Tom,3,31
Wario's Galleon,Callum,1,31
Wario's Galleon,Matthew,2,31
Wario's Galleon,Evan,6,31
Crown City,Tom,2,31
Crown City,Callum,3,31
Crown City,Matthew,1,31
Crown City,Evan,4,31
Rainbow Road,Tom,2,31
Rainbow Road,Callum,1,31
Rainbow Road,Matthew,24,31
Rainbow Road,Evan,3,31